"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"2037","Subtropical","Otoño",0,19,6,9,68,57,1021,1017.5,22.5,4,3,4,8.3,24,0,9
"2038","Subtropical","Invierno",11.6,37,20,17,67,64,1018.9,1017.3,18.6,1,3,0.6,10.8,19.1,1,5.4
"2039","Subtropical","Otoño",0.8,37,22,22,77,78,1023.7,1021.2,24.1,7,7,3.8,3,23.6,0,3.6
"2040","Desert","Otoño",0,61,33,35,70,23,1021.4,1020,18,7,1,11,9.9,23.9,0,8.3
"2041","Tropical","Primavera",0,54,35,35,53,48,1021.8,1018.2,25,2,2,11.4,10.3,26.9,0,8.4
"2042","Grassland","Primavera",0,37,24,19,61,32,1018,1014.6,17.5,1,6,6.4,11.5,25.6,0,14.5
"2043","Temperate","Invierno",0.2,24,2,15,99,56,1029.8,1026.3,2.5,0,3,0.2,9,14.7,0,14.8
"2044","Subtropical","Verano",4,39,11,24,92,63,1015.3,1013.1,20.3,7,5,3,5.4,24.8,1,6.9
"2045","Subtropical","Verano",1.8,43,26,17,71,60,1019,1017,22.4,6,8,8.4,2.3,26.8,1,10.9
"2046","Temperate","Primavera",0,93,35,31,63,46,1018.2,1019.7,12.9,4,3,7.4,7.3,13.4,0,3.8
"2047","Subtropical","Otoño",11.4,39,11,17,78,66,1027.6,1025.5,13.7,1,2,3.6,7,19.2,1,8.2
"2048","Tropical","Otoño",0,31,11,13,76,95,1017,1014.9,22.8,7,8,4.6,3.2,21.7,0,10
"2049","Subtropical","Otoño",3.2,24,6,13,76,71,1019.8,1016.8,24.2,5,6,3.8,1.6,24.7,1,6.6
"2050","Subtropical","Verano",0,24,2,15,76,56,1015.2,1013,24.3,5,3,7.2,9.3,26.3,0,6.2
"2051","Tropical","Invierno",0,39,11,30,78,47,1020.2,1016.2,20.9,1,1,6.2,11.1,24.2,0,11.9
"2052","Temperate","Otoño",0,44,0,13,86,67,1014.9,1012.2,15.1,8,8,3.8,0.3,18.4,0,7.6
"2053","Temperate","Invierno",0,39,28,19,70,71,1031.7,1028.6,12.4,7,6,1.2,1.5,14.2,0,7.9
"2054","Temperate","Otoño",0,31,13,15,67,67,1031.9,1030.6,12.1,1,5,2.4,6.7,14.4,0,7.8
"2055","Subtropical","Otoño",0,43,20,20,59,41,1023.8,1022.9,13.9,3,2,3.2,9.7,19.3,0,9.5
"2056","Subtropical","Invierno",4.4,17,4,7,86,70,1025.6,1022,17.6,4,2,0.4,8.1,21.5,1,10.2
"2057","Grassland","Otoño",0,33,15,20,52,22,1023.2,1018.9,13.4,0,0,5.8,10.7,20.5,0,16.9
"2058","Temperate","Verano",0,31,6,17,86,35,1013.7,1010.7,20.7,6,6,7,8.6,33.8,0,16.4
"2059","Subtropical","Verano",3.8,22,4,9,63,58,1009.9,1006.3,25.2,6,2,7.8,11.2,28.3,1,8.8
"2060","Subtropical","Otoño",0,39,17,24,67,75,1007,1004,23.1,7,2,5.8,7.8,24.1,0,10.7
"2061","Temperate","Otoño",0,65,30,39,48,29,1016.5,1012.1,24.4,7,7,10.2,11.3,31.9,0,14.4
"2062","Temperate","Primavera",0,30,9,11,75,41,1027.9,1023.7,13,1,7,6.6,12.2,23.6,0,18
"2063","Desert","Verano",15.4,37,17,22,73,40,1006.7,1006.6,20,3,2,19.4,10.6,26.6,1,10
"2064","Subtropical","Primavera",0,70,6,6,71,61,1011.9,1009.7,25.9,7,3,8,4.7,26.5,0,4.8
"2065","Temperate","Primavera",13.6,35,11,15,99,85,1008.1,1011.7,9.7,7,7,2.8,0,12.2,1,4.5
"2066","Temperate","Verano",0,63,17,31,58,37,1007.5,1008.8,18.1,5,6,7.8,12,25,0,11.6
"2067","Tropical","Verano",0,39,13,28,57,56,1013.9,1010.1,29.4,1,6,8,9.5,30.2,0,9.6
"2068","Subtropical","Otoño",1.2,28,9,13,64,46,1013.6,1010.3,24.4,1,3,2,10.9,30.2,1,14.5
"2069","Temperate","Verano",6.6,56,24,15,55,42,1007.4,1006.6,15.5,1,6,10.6,11.8,20.4,1,10.3
"2070","Grassland","Verano",0,54,11,13,38,36,1007.7,1003.8,29.9,7,7,12,3,34.9,0,14.4
"2071","Temperate","Primavera",0.2,37,4,19,91,34,1025.5,1021,7.9,1,1,4.4,12,20.5,0,18.9
"2072","Grassland","Primavera",0,33,15,19,69,47,1026.4,1021.7,9.8,5,1,4,9.4,15.5,0,13.4
"2073","Temperate","Otoño",0,31,11,17,80,74,1024.7,1024.2,15.9,8,8,5,10.5,18.7,0,4.9
"2074","Subtropical","Verano",0,37,17,15,47,20,1015.7,1011.9,24.1,0,0,12,12.6,35.5,0,19.5
"2075","Subtropical","Verano",0,41,11,20,63,44,1014.7,1012.4,19.2,0,0,9.2,13.2,25.2,0,11.7
"2076","Subtropical","Invierno",1,28,20,4,66,45,1028.3,1027,11.9,2,1,1.8,6.1,20.6,0,10.9
"2077","Tropical","Primavera",0,33,13,17,58,63,1014.6,1011.7,28.2,2,4,4.2,10.8,29.2,0,11.1
"2078","Subtropical","Otoño",6.4,67,31,24,78,56,1007.1,1005.7,19.1,3,3,3.2,5.4,18.8,1,2.5
"2079","Desert","Primavera",3.4,102,28,37,57,26,1010,1006.7,28.1,6,7,14.8,4.4,37.3,1,14.8
"2080","Temperate","Invierno",0.6,31,2,15,91,77,1028.4,1026.8,5.2,3,6,1.8,5.2,9.7,0,11.7
"2081","Grassland","Verano",1.4,54,9,22,29,17,1012.2,1007.6,32.7,1,7,8.2,7.2,37.2,1,18.5
"2082","Subtropical","Primavera",0,28,7,15,56,59,1019.9,1014.8,22.5,1,1,4.8,10.8,23.9,0,11.7
"2083","Subtropical","Primavera",3.6,59,39,20,33,26,1013.7,1013.1,14.9,1,3,10.2,11.4,18.1,1,6.6
"2084","Temperate","Invierno",8.2,46,13,20,70,39,1018.1,1019.8,6.4,1,3,2.2,9.4,11.2,1,10
"2085","Temperate","Invierno",0,44,9,19,86,61,1015.3,1008,8.3,7,6,2,4.3,14.3,0,11.6
"2086","Temperate","Invierno",0,83,11,54,66,28,1016,1010.7,11.4,1,1,2.8,9.5,18.7,0,17.2
"2087","Temperate","Verano",0,35,19,9,72,47,1022.6,1021.8,15.8,7,4,6.6,9,20.1,0,8.5
"2088","Tropical","Primavera",0,41,9,22,58,50,1012,1007.2,29.5,2,1,7.8,10.5,31.7,0,8.5
"2089","Subtropical","Verano",0,46,20,26,65,52,1020.5,1019.3,21.9,7,3,8.8,6.4,24.3,0,5.9
"2090","Tropical","Primavera",0,41,19,31,51,51,1017.2,1013.8,26.8,3,1,11.4,11.9,28,0,11.5
"2091","Subtropical","Invierno",0,57,31,26,70,78,1020.3,1017,16.7,7,8,3.4,0.9,17.1,0,4.1
"2092","Temperate","Invierno",8,67,28,24,66,58,1015.7,1020.1,9.3,4,2,3.6,8.4,11.7,1,4.4
"2093","Temperate","Primavera",31.2,57,28,33,80,45,1010.7,1014.1,15.2,6,3,7,6.9,20.2,1,5.9
"2094","Temperate","Invierno",0.8,78,37,37,67,73,1008.3,1012,9.9,7,5,2.2,3.5,7.2,0,2.8
"2095","Subtropical","Primavera",0,30,11,13,37,17,1012.3,1009.1,25.9,0,0,10.8,13.1,31.3,0,19.6
"2096","Grassland","Invierno",0,31,11,15,23,22,1019.1,1015.8,12.8,0,0,3.8,10.1,20.4,0,19
"2097","Subtropical","Verano",0,31,13,19,56,49,1021.3,1019.4,27.4,3,2,8.6,12.2,28.4,0,11.3
"2098","Grassland","Otoño",0,39,9,22,33,14,1023.6,1019.2,18.1,1,3,8.4,10.8,25.8,0,19.5
"2099","Temperate","Verano",0,46,22,30,65,44,1016.8,1015.9,17.5,2,5,4,10.4,22,0,12.7
"2100","Subtropical","Verano",0,41,9,28,64,58,1019.2,1016.6,25.3,0,0,10.8,13.1,27.3,0,7
"2101","Temperate","Invierno",1,65,19,19,94,59,1019.4,1018.7,10.2,7,5,1.8,7.9,13.3,0,4.8
"2102","Subtropical","Otoño",0.8,22,7,2,80,49,1018.7,1017,10.7,1,3,2,9.3,18.2,0,14
"2103","Subtropical","Verano",0,39,4,22,63,47,1017.3,1015.9,19.1,1,1,6.8,13.1,23.8,0,11.8
"2104","Subtropical","Invierno",2,50,17,24,85,65,1026.7,1024,12.1,7,4,3.8,5.4,15.8,1,8.6
"2105","Temperate","Invierno",0,15,2,9,99,58,1022.4,1019.5,-0.7,8,5,1.6,6.6,8.3,0,12
"2106","Temperate","Invierno",0.2,43,9,26,85,56,1019.5,1018.3,7.1,7,3,2.2,6.9,12.2,0,8.1
"2107","Grassland","Primavera",0,35,11,20,62,31,1018,1014.8,13.7,1,7,4.4,10.6,20.2,0,15.3
"2108","Subtropical","Primavera",0,52,26,26,55,20,1013.6,1009,20,7,1,11,8.9,33,0,16.1
"2109","Subtropical","Otoño",0,44,17,31,63,68,1018.7,1015.7,24.9,7,7,4,9.6,26.1,0,8.8
"2110","Grassland","Verano",0,39,11,17,70,30,1013.1,1012.2,18.5,2,3,8.4,11.6,30.3,0,15.9
"2111","Subtropical","Otoño",2.4,31,11,6,93,75,1028,1025.2,17,5,7,3.6,1.6,18.8,1,5
"2112","Subtropical","Verano",0,35,9,17,47,28,1016.8,1013,23.1,0,0,11.2,13.3,33.9,0,16.3
"2113","Temperate","Otoño",2.8,72,15,7,96,89,1001.9,997.5,10.8,8,8,4,0,11,1,2
"2114","Tropical","Verano",0,35,13,26,62,64,1012,1008.8,27.6,1,2,4.8,12,29,0,7.4
"2115","Temperate","Otoño",0.1,28,15,9,79,49,1027.2,1024.1,14.9,4,1,2.5,10.5,22.8,0,11.8
"2116","Temperate","Primavera",0,28,7,13,75,51,1021.2,1017.2,10.2,7,6,4,2.6,13.5,0,9.2
"2117","Temperate","Invierno",0,54,11,17,69,60,1011.2,1005.8,11.6,7,3,2.6,4.5,13.1,0,6.5
"2118","Temperate","Otoño",0,35,15,17,72,46,1022.3,1020.6,16.3,5,6,4,6.7,21.8,0,9.3
"2119","Temperate","Verano",0.4,37,19,22,53,49,1021.6,1022,15.7,7,7,4.4,6.9,18,0,8.8
"2120","Temperate","Primavera",0,39,22,17,38,21,1022,1016.3,20.4,5,6,8,12.1,29.5,0,18
"2121","Temperate","Verano",0.6,41,15,13,73,25,1011.2,1008.9,17,6,4,4.4,9.6,26.6,0,15.8
"2122","Grassland","Verano",0,39,17,17,55,35,1021.1,1017.9,18.2,6,7,8,7.7,23.5,0,14.1
"2123","Subtropical","Verano",0,44,7,31,59,55,1019.9,1016.8,22.3,5,7,4,11.2,23.9,0,11.6
"2124","Subtropical","Verano",0,31,9,19,32,18,1011.6,1009.2,24.3,0,0,7.4,13.1,27.5,0,12.9
"2125","Grassland","Otoño",0,48,28,28,27,11,1025.3,1020.5,12.1,3,2,8.6,11.1,18.5,0,12.8
"2126","Temperate","Invierno",0,31,7,15,99,77,1017.3,1017,4.9,7,5,0.6,6.6,10.6,0,10.5
"2127","Subtropical","Otoño",6.8,24,6,13,89,55,1015.3,1013.9,18.3,3,6,2.2,10.3,23.2,1,9.8
"2128","Temperate","Verano",0,41,15,11,49,12,1013.1,1010.4,22.8,1,6,10.6,13.1,33.5,0,24.6
"2129","Tropical","Invierno",0,44,17,20,66,17,1016,1011.7,23.6,1,0,6.8,10.6,32.8,0,16.5
"2130","Temperate","Verano",0,65,37,30,59,96,1002.9,1002.6,28.8,7,8,15.4,3.4,23.3,0,9.8
"2131","Subtropical","Invierno",0,37,17,28,88,46,1021.9,1019.3,12,0,1,3.6,9.9,19.8,0,14.9
"2132","Temperate","Otoño",0,35,6,15,99,36,1017.1,1013.6,13.8,1,1,3.6,10.6,27.7,0,16.5
"2133","Temperate","Primavera",1.6,48,26,30,73,49,1018.2,1019.4,14.2,7,3,2.8,10.1,16.3,1,9.4
"2134","Temperate","Otoño",0,59,15,30,66,79,1021.5,1021.6,12.9,7,6,2.6,3.1,14.2,0,7.2
"2135","Temperate","Primavera",0,30,17,9,34,16,1024.2,1021.6,13.6,0,1,5.6,11.9,21.1,0,15.9
"2136","Tropical","Invierno",0,30,15,17,67,59,1014.3,1011.5,24.7,2,2,5.4,9.5,27.1,0,10.6
"2137","Subtropical","Otoño",0,80,26,48,43,29,1013.7,1009,16.7,1,3,14.4,10.1,20.3,0,12.9
"2138","Temperate","Primavera",0.2,30,11,15,84,57,1024.7,1022.8,12.1,8,7,3.4,2.8,16.2,0,10.3
"2139","Temperate","Invierno",0,26,6,13,73,43,1024.8,1021.1,6.2,1,4,1.6,8.1,12.7,0,15.4
"2140","Temperate","Verano",0,37,7,22,66,37,1019.6,1016.3,19,0,1,7.8,12.2,28.1,0,14.1
"2141","Subtropical","Verano",1.8,39,15,20,68,55,1016.7,1015.1,26.9,6,4,5.8,10.4,28,1,8.4
"2142","Subtropical","Otoño",0,31,9,15,25,59,1012.4,1010.7,24.1,8,8,7.4,0,24.1,0,5.4
"2143","Subtropical","Otoño",0,39,11,24,57,22,1019,1015,15.8,2,5,5.2,10.2,25.6,0,20.1
"2144","Subtropical","Primavera",0,41,13,26,53,40,1018.9,1014.1,17.6,7,1,6.8,12.3,23.6,0,13.8
"2145","Subtropical","Invierno",0.2,52,11,19,75,69,1019.1,1016.5,13.9,1,7,4.6,6.3,15.5,0,8.9
"2146","Temperate","Otoño",0.4,80,28,24,59,60,988.5,988.4,14.9,7,2,1.4,7,11.2,0,5.6
"2147","Temperate","Verano",0,31,11,13,67,39,1020.2,1019.8,17.8,6,1,5.4,11.6,24.5,0,15.2
"2148","Subtropical","Invierno",0,24,11,11,76,70,1029.6,1025.7,14.9,7,7,1,1.2,17.8,0,6.8
"2149","Subtropical","Otoño",0,33,11,19,46,39,1012.4,1011.3,23.1,0,1,5.4,10.8,30.5,0,16.3
"2150","Subtropical","Primavera",0,31,13,17,28,25,1011,1009,30,4,2,13,13,32.1,0,17.5
"2151","Subtropical","Otoño",0,30,7,17,74,56,1015,1012.1,24.5,6,1,4,9.2,28.6,0,8
"2152","Desert","Invierno",2,39,6,26,94,64,1010.1,1008.2,14.6,7,7,1,4,19.5,1,6.8
"2153","Temperate","Verano",0,30,13,11,79,62,1025.4,1022,14.3,8,3,6,7.1,20.2,0,8.1
"2154","Subtropical","Otoño",5.2,30,11,13,53,59,1013.5,1013.2,19.2,8,6,3.6,4.5,20.8,1,6.2
"2155","Subtropical","Verano",0,24,2,11,55,50,1016.4,1013.1,26.6,3,1,8,12,30,0,12.1
"2156","Subtropical","Otoño",8.6,33,11,9,91,79,1028,1025.2,17,5,7,3.6,1.6,18.3,1,5.7
"2157","Temperate","Otoño",6,50,20,26,82,36,1021.2,1022,11.8,8,8,4,6,18.1,1,9.7
"2158","Temperate","Otoño",0.4,61,30,39,76,60,1010.7,1009.9,8.4,6,1,2.6,6.9,11.1,0,8.1
"2159","Tropical","Verano",0,31,17,20,74,58,1012,1008.9,28,3,4,5.2,7.1,31.3,0,7.9
"2160","Temperate","Otoño",0,54,24,20,62,55,1015.2,1010.3,13.1,7,7,3.6,0.2,15.8,0,6.3
"2161","Temperate","Primavera",1,28,9,13,94,91,1018.9,1015.6,11.1,7,7,3.4,1.2,11.8,0,5.9
"2162","Temperate","Otoño",0,9,4,2,100,75,1024.8,1024.4,9.8,7,7,1.6,0,14.7,0,7.4
"2163","Subtropical","Otoño",2.6,35,13,22,87,56,1026.8,1022.7,15.6,5,4,1,7.5,21.1,1,7.5
"2164","Temperate","Verano",0,28,13,17,72,50,1007.5,1006.9,21.9,4,3,7.2,11.7,27.8,0,8.6
"2165","Desert","Invierno",0,26,11,9,69,30,1024.8,1022.1,9.5,0,0,1.6,10.1,18.6,0,15
"2166","Temperate","Otoño",0,28,0,19,85,65,1031.1,1028.9,12.6,8,7,1,1.3,15,0,4
"2167","Temperate","Primavera",0,76,52,52,49,43,1016,1011,15.4,7,7,6.8,5.7,19.8,0,11.5
"2168","Temperate","Invierno",0.2,30,19,17,88,63,1028.8,1027.4,7.6,2,5,1.4,6.1,13.5,0,13.3
"2169","Subtropical","Invierno",11,33,6,15,93,66,1016.9,1016.3,13.2,5,4,3.4,7.9,17.3,1,8.1
"2170","Subtropical","Otoño",0,50,13,24,37,28,1015.4,1012.2,17.7,1,6,8,7.5,20.5,0,10.8
"2171","Temperate","Invierno",0.2,17,0,0,95,55,1033.8,1032,5,3,6,1.1,7.9,13.3,0,12.1
"2172","Temperate","Verano",0,35,6,19,75,49,1016.4,1013.8,18.6,8,7,8,9.3,25,0,10
"2173","Grassland","Invierno",0,52,9,26,32,14,1028.1,1023.3,15.9,0,0,7.8,11.1,23.8,0,20.2
"2174","Temperate","Verano",0,46,9,11,56,74,1014.7,1012.7,24.4,8,7,10.8,1,22.9,0,2.8
"2175","Subtropical","Verano",0,35,15,17,81,84,1011.5,1009.9,22.3,7,7,5.2,3.8,23.1,0,5
"2176","Tropical","Invierno",0,28,19,20,68,56,1016.8,1013.3,20.2,7,5,6.4,4.9,26.8,0,10.9
"2177","Grassland","Verano",1.8,59,28,22,48,38,1002.2,998.3,28.7,5,5,5.6,10.6,33.1,1,11
"2178","Subtropical","Otoño",0,35,17,20,60,65,1018.2,1014.5,19.4,1,1,2.2,10.1,20.4,0,6.9
"2179","Subtropical","Otoño",0,33,19,9,35,16,1014.6,1011.2,28.9,0,0,12,11.6,38.5,0,17.2
"2180","Subtropical","Invierno",0.6,43,13,28,82,82,1025.4,1023,16.9,3,5,3.2,7.6,17,0,3.6
"2181","Temperate","Invierno",5,26,0,9,97,83,1019,1017.3,10.9,7,7,1,0.8,12.8,1,4.8
"2182","Tropical","Invierno",0,30,0,19,71,36,1017.2,1012.2,20.2,0,0,3.2,10.4,25.6,0,16.4
"2183","Temperate","Verano",0.6,31,13,19,54,45,1021.1,1018.1,13.4,1,8,6.2,10.5,18.6,0,11.2
"2184","Subtropical","Invierno",2.4,24,2,7,92,76,1014.8,1012.1,14.1,8,7,0.8,3,19.3,1,9.7
"2185","Subtropical","Verano",0,35,20,13,52,29,1020.4,1016.4,24.8,1,4,11.4,12.6,31.7,0,15
"2186","Grassland","Otoño",0,37,15,19,37,19,1021.6,1017.4,19.7,1,5,8.2,10.2,26.6,0,18.3
"2187","Temperate","Otoño",0,28,9,13,67,61,1019.2,1018.7,15.6,8,8,3.2,1.9,18.3,0,6
"2188","Grassland","Verano",0,31,19,13,41,15,1014.1,1011.5,21.5,1,0,8,12.5,34,0,18.7
"2189","Temperate","Otoño",0,30,0,15,71,54,1017.2,1015.3,17.6,7,7,9,9.7,26.5,0,13.3
"2190","Temperate","Primavera",25.8,28,13,13,91,79,1014,1014.9,14,8,8,2.8,0.6,16.8,1,5.7
"2191","Temperate","Verano",0,31,11,17,42,27,1010.6,1008.6,20.8,7,7,8,11.7,31.1,0,15.4
"2192","Desert","Otoño",0,24,13,7,100,45,1028.1,1024.4,8.2,8,1,0.8,7.5,17.2,0,11.2
"2193","Subtropical","Primavera",9.2,50,20,22,71,57,1014.9,1014.7,17.6,5,5,3.8,7.5,18.8,1,7.1
"2194","Subtropical","Primavera",0,48,20,6,47,15,1021.3,1016.9,20.8,2,1,11.2,12.5,29.6,0,22.1
"2195","Grassland","Otoño",0,35,11,15,68,44,1022,1020.3,13.1,1,6,2.8,4.9,18.1,0,12.7
"2196","Temperate","Primavera",0.2,56,13,28,68,54,1008.6,1011.2,12.7,6,6,3.8,5.7,13.1,0,5.6
"2197","Grassland","Invierno",0.4,20,7,9,90,71,1023.9,1021.5,9.2,8,7,0.4,0,12.2,0,4
"2198","Tropical","Invierno",0,37,11,20,46,28,1013.7,1009.6,23.9,3,1,6.6,11.1,30.4,0,15.5
"2199","Temperate","Verano",3.4,44,26,26,54,48,1024,1025.2,14.8,5,6,4.4,7.1,16.5,1,8.8
"2200","Temperate","Invierno",2.4,56,20,30,81,60,1004.8,1001.9,8.7,3,1,2.6,5.8,13.8,1,9.2
"2201","Subtropical","Otoño",0,31,13,20,58,52,1017.1,1015.1,20.3,7,7,5.4,1,23.7,0,11
"2202","Temperate","Invierno",0,15,6,9,87,44,1022,1019.5,6.6,7,7,2.6,7.1,14,0,15
"2203","Grassland","Otoño",35.4,31,13,9,95,86,1013.2,1011,20.5,8,7,2,0,22.3,1,5.1
"2204","Tropical","Verano",0.2,30,9,17,51,45,1006.1,1003.5,31.3,5,2,8.6,11.9,33.7,0,11.4
"2205","Temperate","Primavera",4.8,72,46,20,66,59,1008.3,1006.7,21.2,4,7,7,5.2,21,1,12
"2206","Temperate","Primavera",0,61,30,37,59,31,1017.4,1013.7,19.4,1,5,6.2,10,26.6,0,15
"2207","Subtropical","Primavera",0,39,7,19,46,54,1009,1009.8,24,1,1,9.6,11,23.5,0,11.6
"2208","Desert","Verano",0,57,33,31,55,25,1014.1,1014.2,18.1,4,2,8.4,12.5,23.6,0,10.8
"2209","Tropical","Primavera",3.2,30,15,20,69,66,1016.9,1012.9,27.6,5,7,3.8,5.2,29.2,1,8.7
"2210","Subtropical","Verano",0,39,9,20,51,41,1009.2,1006.3,18.9,3,5,5.8,11.3,21.5,0,13
"2211","Subtropical","Invierno",0,35,13,15,66,56,1030.1,1027,15.6,2,4,3.6,8.2,16.6,0,5
"2212","Temperate","Verano",0,35,2,17,75,19,1012,1009.8,20.6,2,2,14.8,11.6,33.8,0,17.6
"2213","Desert","Primavera",0,57,30,39,72,27,1013.4,1007.4,11.4,8,1,8,6.9,20.5,0,10
"2214","Temperate","Otoño",1.8,43,13,24,91,78,1015.9,1018.1,12.1,7,8,4.4,4.5,12.1,1,3.4
"2215","Subtropical","Invierno",1.2,54,19,33,73,40,1014,1009.6,11.4,1,5,2.4,8.6,16.5,1,9.5
"2216","Temperate","Primavera",0,39,26,11,73,40,1035.4,1030.3,10.3,0,1,3.2,9.9,20.8,0,19.5
"2217","Subtropical","Verano",0,57,13,35,68,41,1018.9,1015.3,23.7,2,0,9.6,12.9,29.8,0,10
"2218","Tropical","Invierno",0,35,2,28,53,43,1020,1015,19.8,3,1,8,10.3,24.1,0,14.3
"2219","Subtropical","Verano",0,35,11,17,27,15,1010.7,1007.4,31.8,0,0,12.2,13.3,38.4,0,21.8
"2220","Tropical","Invierno",0,30,0,24,45,31,1018.2,1014,20.4,0,0,5.4,10.7,23.8,0,14.8
"2221","Temperate","Primavera",0,35,15,11,57,39,1017.9,1014.8,14.8,1,3,3.2,11.9,20.6,0,16.4
"2222","Temperate","Verano",0,46,19,28,48,36,1017.5,1014.7,18.9,1,0,7.6,12.6,26.1,0,21.1
"2223","Subtropical","Otoño",45.8,65,24,22,88,79,1022.9,1022.2,21.8,8,7,2.8,3.6,24.1,1,6.5
"2224","Tropical","Invierno",0,26,0,15,66,56,1016.7,1013.2,21.3,2,4,4,10.5,26.4,0,14.4
"2225","Subtropical","Otoño",0,24,7,11,69,42,1024.7,1020.8,16,0,0,2.6,9.6,23.5,0,18.2
"2226","Temperate","Otoño",0.2,24,11,7,86,91,1024.5,1022.6,11.1,7,8,1,0,14.4,0,9.3
"2227","Subtropical","Invierno",0,35,15,11,73,54,1019.1,1017.6,13.1,1,6,2.2,7.9,18.7,0,10.3
"2228","Temperate","Otoño",0,41,13,24,65,32,1018.3,1014,18.7,6,2,7.2,9.9,27.5,0,13.7
"2229","Subtropical","Primavera",2,37,13,15,74,59,1015.1,1012.8,21,7,3,7,8.9,22.7,1,7.7
"2230","Subtropical","Verano",4.2,33,13,15,92,86,1013.9,1013.5,22.8,8,7,1.6,1.6,24.3,1,3
"2231","Temperate","Verano",2.8,57,30,35,64,50,1006.5,1005.7,17.7,2,5,4.2,8.9,19.9,1,6.5
"2232","Grassland","Verano",0,28,17,11,31,13,1015.1,1013.1,20.6,1,1,10.2,13.7,31.9,0,22.1
"2233","Temperate","Otoño",2.8,41,20,20,83,65,1022.4,1022.3,11.5,8,8,0.8,0.6,13.3,1,6.2
"2234","Tropical","Otoño",7.4,41,19,28,81,73,1010.3,1008.4,26.4,8,7,6.4,0.5,28.4,1,5.6
"2235","Tropical","Invierno",0,46,20,13,42,29,1014.3,1010.3,22.6,7,7,9,10.4,30.5,0,11.9
"2236","Tropical","Verano",4,31,9,20,66,59,1006.8,1003.4,28.4,4,1,9.4,11.5,31.8,1,8.5
"2237","Temperate","Otoño",0,26,13,15,62,28,1024.5,1020.6,17.6,1,2,4.8,10.4,25.2,0,15
"2238","Subtropical","Verano",0,59,31,35,41,23,1012.7,1009.9,19.2,6,2,7.6,12.5,25.5,0,12.1
"2239","Subtropical","Invierno",4.8,54,13,31,88,66,1013.1,1013.2,14.9,1,3,2.8,5.7,18.7,1,9
"2240","Temperate","Primavera",1.8,94,35,50,54,57,1005,1010.8,13,1,5,9,10.8,12.6,1,5.2
"2241","Tropical","Primavera",3.4,43,9,15,84,75,1010.8,1007.6,27.3,7,7,7.4,4.7,29,1,8.7
"2242","Subtropical","Primavera",0,24,4,9,53,46,1015.6,1012.2,27.3,0,1,6.6,11.2,29.4,0,15.3
"2243","Subtropical","Primavera",6,56,28,28,50,51,1007.7,1009,20.2,5,5,4.4,11.1,22.5,1,8.9
"2244","Subtropical","Invierno",0,26,9,9,75,83,1007.8,1005.2,11.2,6,7,2.2,0.2,14.9,0,7.2
"2245","Temperate","Otoño",0,41,17,26,90,58,1011.9,1010.5,17,8,3,0.4,9.5,22.6,0,8.9
"2246","Subtropical","Verano",0,52,28,33,71,88,1014.4,1012.7,21.6,7,7,5.4,0.2,21,0,3.9
"2247","Subtropical","Otoño",18.6,46,22,17,75,50,1025.2,1023.6,19.5,6,6,4.2,3.3,21.7,1,5.4
"2248","Subtropical","Verano",0,44,17,17,56,30,1013.3,1009.9,20.1,1,1,9,12.5,30.4,0,15.9
"2249","Temperate","Otoño",0.4,48,15,30,82,71,1029.1,1028.3,10.5,4,7,1.8,3.6,12.5,0,7.4
"2250","Temperate","Invierno",1.2,28,7,7,97,91,1018.5,1015,10.2,7,8,1,0,13.2,1,5.1
"2251","Grassland","Invierno",1,15,7,4,99,87,1026.9,1025.7,10.4,8,8,0.6,1,13.3,0,4.1
"2252","Grassland","Invierno",0.8,54,17,20,93,84,1012.9,1009,8,7,7,0,3.5,11.2,0,11.3
"2253","Subtropical","Verano",0,28,2,11,57,59,1015.3,1013.7,27.3,3,1,7.4,12.8,28.9,0,9
"2254","Temperate","Verano",4,61,28,31,92,70,1019.5,1016.9,12.1,7,7,4.2,2.6,14.6,1,4.3
"2255","Grassland","Primavera",0,30,17,13,44,23,1019.9,1017.1,21.2,5,5,7.6,10.7,29.2,0,18
"2256","Temperate","Primavera",10.8,43,19,22,69,80,1016.5,1017.9,10.9,6,7,2.2,6.1,11.9,1,5.4
"2257","Temperate","Verano",0,28,13,17,83,53,1020.2,1018.1,17.2,1,2,4.8,12.7,24.9,0,13.9
"2258","Tropical","Otoño",27.6,56,6,20,81,53,1010.8,1008.4,27.5,7,7,7.6,7.2,33,1,9.2
"2259","Tropical","Primavera",0,31,9,22,67,54,1015.5,1012.2,23.9,3,1,6.6,11.1,27.4,0,13.4
"2260","Temperate","Otoño",8.2,78,11,46,94,40,997.6,1002.2,13.8,8,5,12,5.5,18.9,1,6.7
"2261","Subtropical","Invierno",0,52,2,13,75,50,1014.7,1010.5,11.9,6,1,1.4,6.3,18.7,0,10.9
"2262","Temperate","Invierno",0,39,20,17,79,59,1029.8,1027.1,9.3,1,7,1.2,6.1,15.6,0,9.9
"2263","Subtropical","Invierno",0.2,26,19,11,81,57,1031.2,1028.2,10.4,2,2,0.8,8.1,16.6,0,8.9
"2264","Temperate","Verano",0,33,17,15,25,5,1016.3,1013.8,19.9,0,1,16,12.9,30.3,0,13.4
