"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"16706","Temperate","Otoño",7,39,15,26,97,68,1016.4,1013.8,20.8,8,5,7.8,4.8,27.8,1,11
"16707","Temperate","Invierno",1.6,50,7,15,55,58,1027.8,1028.5,8.6,4,7,2.2,6.5,11.2,1,6.6
"16708","Subtropical","Otoño",0,61,13,35,50,32,1012.6,1009.7,15.5,1,3,6.2,8.7,21,0,11.2
"16709","Temperate","Otoño",2,89,43,50,47,48,995.6,991.9,14.2,1,5,4,8.7,15.8,1,5.9
"16710","Subtropical","Primavera",0,50,17,35,64,68,1013.7,1011.8,23.7,1,7,3.6,9.4,23.2,0,10.8
"16711","Desert","Otoño",0,50,20,20,59,30,1025.9,1023.3,15.7,7,0,13.2,10.1,22.3,0,10.3
"16712","Grassland","Invierno",3.2,37,15,19,93,81,1014.4,1016.1,6.3,1,7,1.8,4.6,12.2,1,10.6
"16713","Subtropical","Verano",2,35,7,13,78,42,1020.5,1019.9,24.1,7,7,2,6.9,26.5,1,6.7
"16714","Temperate","Otoño",0,19,4,9,56,32,1023.5,1019.8,15.4,4,5,2,9.4,22.3,0,17.7
"16715","Subtropical","Primavera",0.8,41,24,28,61,42,1018.3,1017.6,17,7,3,4.8,10.8,20.1,0,10.4
"16716","Subtropical","Invierno",0,28,13,15,67,36,1027.8,1025,13.4,4,6,2.6,8,20,0,14.4
"16717","Tropical","Primavera",0,31,7,15,54,51,1016.4,1011.3,26,2,1,7,11.3,27.6,0,12.9
"16718","Temperate","Otoño",0,50,24,31,62,34,1018.1,1014.4,18.8,3,6,4.6,9.9,25.8,0,12
"16719","Subtropical","Primavera",0,69,9,13,54,53,1014.4,1015.1,24.6,3,7,7,5.2,22.2,0,11.9
"16720","Subtropical","Invierno",0,43,17,22,57,83,1023.5,1021.9,16.1,1,7,5.6,7.9,14.8,0,5
"16721","Subtropical","Primavera",0,39,11,13,51,48,1019.2,1015.6,23.3,6,2,3.6,12.6,25.3,0,10.5
"16722","Subtropical","Primavera",2,37,13,28,67,58,1026.7,1020.8,17.1,3,1,4.6,9.5,18.7,1,8.1
"16723","Tropical","Primavera",0,41,15,31,56,53,1019.3,1015.4,23.4,2,2,8.8,10.5,25.3,0,10.9
"16724","Subtropical","Verano",37.2,39,17,15,85,91,1010.6,1008.1,25.5,7,8,7,0.6,24.6,1,4.9
"16725","Subtropical","Primavera",10,41,17,20,74,41,1018,1017.4,12.7,6,2,2.4,8,17,1,8.8
"16726","Temperate","Verano",0,37,13,19,54,23,1019.5,1013.3,17,2,7,6.2,10.1,24.1,0,20.7
"16727","Temperate","Otoño",0.2,24,6,13,87,54,1025.4,1023.4,7.7,7,8,1.6,5.1,13.3,0,11.7
"16728","Temperate","Invierno",1.8,59,31,30,76,84,1012.9,1012,7.2,5,6,2.8,6.4,8.3,1,6.3
"16729","Tropical","Otoño",0,30,13,26,69,66,1018.8,1014.5,26.4,3,3,4.8,9.5,27.7,0,8.1
"16730","Temperate","Primavera",6.1,39,17,15,97,82,1019.2,1021.5,10.3,8,8,1.2,0.3,12.6,1,5.8
"16731","Subtropical","Otoño",12.4,20,4,6,90,93,1023.8,1020.5,21.1,7,7,3.4,5.1,21.7,1,5.6
"16732","Grassland","Verano",0,52,19,9,63,32,1009.2,1007.3,25.8,4,5,8,13.5,32.4,0,14.9
"16733","Subtropical","Primavera",0,31,13,13,30,28,1020.4,1014.8,18.8,2,1,4.2,10.8,24.5,0,19.8
"16734","Temperate","Otoño",0.6,44,7,35,59,42,1011.6,1009.7,11.1,1,3,0.6,4.6,14.4,0,14.2
"16735","Temperate","Otoño",0,26,6,15,74,57,1026.5,1023.8,13.2,3,3,1.6,5.7,17.7,0,7
"16736","Temperate","Primavera",2,57,19,22,68,58,1023.2,1025.3,11.3,8,8,4.8,4.9,14.1,1,6.7
"16737","Temperate","Otoño",0,33,0,17,100,73,1032.1,1030.6,7.8,7,6,1.8,3.8,14.2,0,10.7
"16738","Subtropical","Invierno",3.4,26,17,15,91,60,1017.4,1015.5,15.4,7,3,2,7,21.1,1,10.7
"16739","Tropical","Verano",0,35,13,22,76,59,1011.3,1007.7,29.9,4,5,6.4,7.4,31.7,0,5.5
"16740","Temperate","Otoño",0,39,13,9,56,28,1023.9,1022.3,10,1,1,1.2,6.9,16,0,17.9
"16741","Subtropical","Primavera",0,28,9,11,53,46,1019.7,1016.1,24.3,2,1,7.4,13.1,26.7,0,9.6
"16742","Subtropical","Invierno",0,26,7,9,73,49,1029.5,1026.8,14.3,1,1,2.2,9.8,20.9,0,14.4
"16743","Subtropical","Verano",0,46,20,20,76,66,1023.8,1023.9,23.7,7,7,8,1.2,25.3,0,3.2
"16744","Subtropical","Primavera",2.2,37,9,15,61,43,1026.2,1024.9,12.4,1,5,2,9.9,17.4,1,13.9
"16745","Subtropical","Otoño",0.4,30,6,9,79,43,1022.9,1018,12.5,1,1,1.6,9.1,20,0,13.7
"16746","Subtropical","Verano",0,57,13,37,58,55,1004.3,1004,27.1,6,6,9.6,7.8,23.9,0,9.1
"16747","Temperate","Verano",0.2,31,6,20,89,65,1022.2,1020.5,17.9,8,0,6.2,9,25.2,0,11.1
"16748","Temperate","Invierno",0,26,6,13,85,52,1022.4,1020.2,10.3,7,6,1.4,4.5,18.2,0,10.2
"16749","Subtropical","Invierno",0,24,4,7,81,35,1024.5,1020.1,13.6,1,0,3,10.2,23.5,0,14.4
"16750","Temperate","Verano",0,28,19,7,71,56,1017.1,1014.4,16.9,2,2,7.6,8.8,23,0,15
"16751","Temperate","Primavera",0,63,13,7,74,77,1000.8,997.9,14.7,8,8,0.4,1.7,16.1,0,7.2
"16752","Tropical","Invierno",0,56,24,20,58,22,1014.8,1010.5,24.4,1,1,7.8,11.2,31.7,0,11.7
"16753","Subtropical","Primavera",1.6,39,11,19,66,49,1021.7,1019.8,22,2,3,4.6,10.9,24.7,1,8.4
"16754","Grassland","Otoño",0,26,0,11,45,25,1023.9,1019.7,17.6,6,5,2.4,8.3,25.7,0,14.8
"16755","Temperate","Verano",0,33,6,20,66,37,1010.3,1006.1,18.9,7,6,14.4,10.9,28.5,0,15.2
"16756","Subtropical","Invierno",1.6,48,17,20,64,56,1019.4,1018.2,16.2,4,2,5,8.1,17.4,1,5
"16757","Subtropical","Primavera",0,65,13,28,70,53,1015.4,1010.1,23.8,0,2,6.2,12.9,30.1,0,12.8
"16758","Subtropical","Otoño",0,50,15,19,64,53,1013,1008.2,23.2,4,7,7.8,5.8,27.2,0,7.5
"16759","Tropical","Invierno",0,41,7,28,45,54,1020.5,1016.8,20.5,2,1,6.8,9.5,24.2,0,14.2
"16760","Subtropical","Otoño",0,24,7,11,68,53,1016.8,1014,23.9,1,2,5.2,10.5,26.6,0,11.1
"16761","Temperate","Invierno",0,31,15,13,69,64,1017.7,1014.2,11.5,7,7,3,0,12.5,0,2.3
"16762","Temperate","Invierno",2.2,41,0,19,95,75,1014.3,1012.8,5.4,1,7,1.6,5.5,10.9,1,11.6
"16763","Temperate","Otoño",0.2,41,0,17,97,37,1022.1,1018.1,14.7,7,7,2,4,26.5,0,14.9
"16764","Temperate","Otoño",0,33,17,6,66,49,1021,1020.3,15.4,5,7,5,5.3,19.9,0,7.2
"16765","Subtropical","Invierno",0,37,13,19,82,42,1031.2,1029.2,10.3,1,3,1.4,8.3,16.6,0,15.4
"16766","Subtropical","Primavera",31.4,26,7,7,77,71,1012.5,1010.9,22.9,6,6,4.4,5.6,23,1,9.9
"16767","Subtropical","Primavera",5,48,17,33,52,45,1015.8,1016,18.9,6,2,5.2,7.9,21.7,1,8.9
"16768","Temperate","Invierno",3,52,28,26,62,54,1011.7,1011.8,14.8,5,7,6.6,3.8,17.4,1,5.9
"16769","Subtropical","Primavera",0,41,17,19,46,45,1022.9,1018.8,19.3,1,0,7.8,13,23.2,0,14.3
"16770","Tropical","Primavera",0,74,31,43,44,39,1026,1022.7,25.2,6,2,10.2,10.9,27.4,0,10.3
"16771","Subtropical","Otoño",3.2,72,28,33,95,92,1006.9,999,22.7,7,8,0.2,0.2,22.8,1,3
"16772","Tropical","Primavera",0.4,33,20,22,77,58,1011.4,1007.6,26.9,6,3,6.8,8.3,29.4,0,8.5
"16773","Tropical","Otoño",0,52,22,30,76,66,1012.2,1009.5,26.5,7,6,7.4,5,29.7,0,6
"16774","Subtropical","Otoño",0,22,7,9,51,40,1018,1015.7,21.5,7,7,4.4,2.5,28.2,0,14.7
"16775","Temperate","Primavera",10.4,54,24,37,73,49,1017.9,1019.7,11.6,6,6,2.2,9.2,13.9,1,7.3
"16776","Temperate","Invierno",4.2,67,22,15,70,64,1011.2,1016.8,6.1,1,3,3,5.5,7.2,1,3.4
"16777","Desert","Verano",0,37,11,4,21,12,1017.4,1014.1,28.3,0,2,13.4,12.5,36.9,0,16.2
"16778","Subtropical","Invierno",13.4,76,41,41,81,78,1020.1,1018.3,16.4,8,8,5.4,0,16.7,1,3.8
"16779","Subtropical","Otoño",0.8,35,7,26,87,55,1023.6,1021.1,21,5,2,4.8,9.6,26.5,0,7.7
"16780","Subtropical","Otoño",0,22,11,13,80,47,1017.7,1014.2,16.7,6,7,1.8,1.8,21.5,0,9.9
"16781","Temperate","Invierno",3,33,6,15,64,75,1024.4,1025.3,9.6,7,6,0.8,1,11.6,1,4.7
"16782","Subtropical","Primavera",0,33,19,15,65,62,1021.1,1020,18.2,2,1,5.8,12.2,19.2,0,5.6
"16783","Subtropical","Verano",0,30,13,9,69,51,1010.7,1007,21.7,8,7,4,6.4,29,0,13.2
"16784","Temperate","Invierno",0,50,19,30,75,60,1019.8,1014.6,6.6,8,7,0.2,0.1,10.2,0,4.1
"16785","Subtropical","Otoño",0,19,6,7,74,56,1020.1,1016.9,21.6,5,4,4,9.8,26.2,0,12.1
"16786","Grassland","Invierno",0,37,20,24,47,29,1022.1,1018.5,14.3,7,4,8.6,8.6,20.2,0,12.2
"16787","Temperate","Otoño",5.6,39,4,22,95,69,1017.5,1013.9,16.9,8,7,4.8,3,23.3,1,9.7
"16788","Tropical","Otoño",0,35,17,15,46,36,1013.1,1010.6,25.6,2,2,3,10.9,30.8,0,8.8
"16789","Temperate","Verano",0,50,26,28,50,43,1018.1,1016.4,14.2,7,3,7.6,9.1,18.8,0,6.9
"16790","Grassland","Otoño",0,28,9,6,53,21,1023.2,1019.6,18.9,1,3,5.2,10.6,29.8,0,20.5
"16791","Temperate","Verano",0.4,78,28,48,15,11,1004.7,997.2,34.5,3,7,16.4,10.3,38.4,0,15.3
"16792","Temperate","Primavera",0.2,30,2,13,77,46,1017.2,1015.9,12.1,7,7,1.6,8.1,17,0,9.9
"16793","Temperate","Verano",0,61,6,39,74,13,1003.3,997.5,19.2,7,3,6.2,6.8,32.6,0,19.8
"16794","Tropical","Invierno",0,41,15,22,71,32,1014,1009.7,25.1,0,0,7.4,11,32.3,0,14.8
"16795","Temperate","Otoño",0,37,11,20,91,31,1014.9,1009.9,12.9,5,7,3.8,7.6,24.8,0,20.8
"16796","Temperate","Otoño",2.8,28,15,19,86,83,1017,1016.3,7.6,7,7,0.6,0,11.2,1,6.5
"16797","Temperate","Otoño",0,31,11,6,75,31,1022.6,1018.2,12.1,1,1,4.4,9.8,20.2,0,9.9
"16798","Subtropical","Otoño",2.6,43,15,31,76,74,1015.3,1013.3,23.4,7,7,3.6,2.8,25.4,1,5.7
"16799","Desert","Verano",0,63,30,39,50,23,1011.5,1008.3,17.6,1,1,16,12.3,25,0,10.6
"16800","Subtropical","Primavera",0,52,19,24,43,37,1018.3,1013.1,23.3,0,6,5,7.5,24.4,0,18
"16801","Subtropical","Primavera",0,41,15,28,62,51,1017.5,1014.5,23,3,1,6.8,11.2,24.9,0,9.8
"16802","Temperate","Primavera",0,39,15,19,55,43,1011.2,1006.6,19.5,7,6,4.6,3.3,24.5,0,13.6
"16803","Subtropical","Primavera",12.6,81,17,39,70,57,1010.5,1010.5,14.4,7,7,5.2,6.1,17,1,6.2
"16804","Tropical","Primavera",0,37,9,26,70,62,1011.3,1006.1,29.7,6,2,6.4,9.5,32.2,0,7.7
"16805","Temperate","Otoño",3.8,39,22,26,75,39,1014.8,1014.9,13.4,2,7,1.6,7.8,18.4,1,8.4
"16806","Subtropical","Otoño",0.8,26,0,11,75,91,1016.3,1013.5,26.5,6,6,3.4,4.6,24.1,0,7
"16807","Temperate","Otoño",1,26,9,13,71,64,1018.6,1016.6,14.6,7,7,3,0,16.3,0,7.4
"16808","Temperate","Otoño",0.2,39,15,6,72,42,1022.7,1019.1,14.1,1,1,2.8,9.4,18.8,0,7.6
"16809","Subtropical","Verano",0,26,7,15,55,44,1018.9,1015.4,27.5,1,1,9,12.1,30.2,0,12.1
"16810","Temperate","Verano",0,52,15,28,75,40,1013.1,1010.3,22.1,7,3,4.2,8.4,29.7,0,9.7
"16811","Temperate","Verano",1.4,33,4,7,79,73,1008.6,1008.4,24.5,7,8,10,0.8,25.1,1,5.1
"16812","Subtropical","Invierno",0,20,6,6,63,30,1026.4,1022.9,11.6,1,1,2.6,10.2,20.7,0,15.9
"16813","Temperate","Invierno",0,20,15,7,83,55,1027.3,1023.9,7.4,6,5,1,8.9,15.8,0,14.4
"16814","Temperate","Invierno",0.6,33,17,13,87,83,1015.7,1019.3,7.8,6,7,2.6,3.5,9.7,0,5.5
"16815","Temperate","Invierno",2.6,43,20,26,83,90,1012.8,1007.7,10.9,8,8,2.8,0,11.6,1,2.2
"16816","Subtropical","Primavera",0,26,7,11,53,30,1022.3,1017.6,16.2,1,1,4.4,10.9,24.2,0,17.9
"16817","Subtropical","Primavera",0,30,13,19,57,39,1019.9,1015,19.5,6,7,8,11.7,26.9,0,19.3
"16818","Grassland","Invierno",0,43,13,15,52,32,1025.5,1023.1,8.4,1,1,3.8,10.4,15.4,0,16
"16819","Temperate","Invierno",0,80,31,37,63,58,1024.2,1020.2,9.3,7,4,2.6,5.9,12.3,0,9.4
"16820","Temperate","Invierno",9.8,30,7,19,96,64,1014.5,1013.8,10.1,8,4,0.6,6.2,13.9,1,5.5
"16821","Grassland","Otoño",0,22,9,11,79,36,1024.4,1021,11.6,1,1,4,9.9,21.9,0,16.8
"16822","Subtropical","Primavera",0,37,13,20,58,44,1011.4,1010.5,17.1,7,1,8.4,8.1,19.7,0,8.4
"16823","Subtropical","Otoño",0,28,17,9,64,66,1026.5,1024,20.4,2,6,3,8.2,23.3,0,11.2
"16824","Temperate","Otoño",0,43,22,20,75,60,1017.8,1014.4,14.7,6,3,4,7.4,18,0,6.9
"16825","Temperate","Verano",0,63,24,39,70,50,1008.8,1007.4,16.5,7,7,5.2,7.5,21.3,0,12.4
"16826","Temperate","Verano",0,41,7,20,73,39,1014.7,1010,20.5,0,2,6,13.3,30.1,0,16.6
"16827","Temperate","Primavera",0,59,11,20,67,33,1010.7,1011.3,20.2,7,8,6.2,6.3,28.4,0,22.9
"16828","Subtropical","Verano",0,78,22,56,57,59,1007.8,999,23.6,7,3,11.4,8.7,25.4,0,6.2
"16829","Temperate","Verano",0,44,20,20,55,46,1010.1,1009.7,14.2,7,7,5.8,7,18,0,11.3
"16830","Subtropical","Verano",0,46,19,24,75,73,1015.2,1014.9,23.2,4,5,5.6,10.8,23.5,0,4.3
"16831","Desert","Invierno",0,44,22,31,47,27,1015,1014.5,15,0,0,6.6,2.5,22,0,12.9
"16832","Grassland","Otoño",0,20,0,9,66,36,1026.5,1023,11.3,2,6,3.2,8.6,21.3,0,17.4
"16833","Desert","Otoño",0,39,22,24,68,24,1016,1013.7,18.2,3,0,8.6,11.6,27.2,0,12.3
"16834","Subtropical","Otoño",0,44,4,24,39,41,1009.6,1007.4,27.1,1,1,8.6,11,29.6,0,15.6
"16835","Temperate","Otoño",0,20,6,15,100,55,1022,1018.8,9.9,6,5,1.2,5.7,20.1,0,18.9
"16836","Temperate","Invierno",9,44,22,28,94,59,1013.4,1015.1,7.6,6,4,1.7,7.3,10.7,1,6.1
"16837","Temperate","Otoño",0.2,24,7,9,99,49,1020.4,1015.4,3,6,6,1.6,3.8,13.4,0,14.7
"16838","Subtropical","Primavera",0.4,33,15,15,82,88,1016.4,1010.3,15.5,8,7,3.2,2.3,16.1,0,8.2
"16839","Temperate","Otoño",0,31,11,9,59,43,1036.9,1033.6,14.3,8,1,0.8,6.8,18.4,0,8.9
"16840","Tropical","Otoño",0,35,17,26,66,55,1013.7,1010.7,26.5,1,1,4.4,11.3,29.3,0,8.9
"16841","Temperate","Verano",0,43,28,7,51,21,1017.7,1015.1,20.5,1,0,9,12,29.9,0,17.6
"16842","Temperate","Primavera",0,39,7,15,58,31,1027.3,1022.6,17.3,1,1,6,11.2,24,0,18.4
"16843","Subtropical","Verano",0,52,17,39,62,55,1014.7,1011.2,24.1,5,8,7.4,5.9,26.1,0,8.5
"16844","Subtropical","Invierno",2,24,6,9,81,60,1029.5,1027.3,16.3,7,7,1.8,4.8,20.3,1,7
"16845","Temperate","Primavera",0,69,11,39,90,55,1015.7,1012.3,11.9,1,5,0.6,7.8,17.3,0,13.9
"16846","Temperate","Verano",0,65,4,33,37,26,1005.5,1005.3,25.8,1,3,15.8,12,29,0,24
"16847","Temperate","Otoño",1.4,35,6,17,85,52,1021.7,1018.9,17.5,1,3,2.8,7.9,22,1,9.5
"16848","Subtropical","Invierno",0,24,6,11,75,67,1027.7,1024.7,14,7,7,3.2,0,17.8,0,6.7
"16849","Temperate","Invierno",0,26,17,0,78,65,1026.5,1024.2,10.2,5,3,1,4.8,14.2,0,10.3
"16850","Tropical","Verano",0,43,28,31,54,57,1011.4,1008.4,29.8,5,3,13,11.8,30.7,0,7.2
"16851","Subtropical","Verano",0,35,7,11,66,57,1005.8,1004.1,25.5,7,5,6.6,5.6,26.8,0,9.7
"16852","Grassland","Primavera",4.6,56,11,26,94,66,1011.8,1013.6,16.8,8,7,8.6,3.1,18.3,1,5.1
"16853","Grassland","Invierno",0,26,13,9,30,15,1019.5,1015.4,19.7,0,0,5.4,10.9,28.6,0,22
"16854","Subtropical","Primavera",0.2,22,13,15,60,56,1033.5,1030.6,19.5,2,2,4.2,10.4,20.4,0,9.5
"16855","Temperate","Otoño",0.8,56,26,30,81,69,1026.1,1025.1,14.4,7,7,2.2,6.7,15.5,0,5.7
"16856","Tropical","Verano",14.4,56,28,28,82,82,1005,1002.2,28.3,7,7,5.8,1.9,28.4,1,7.1
"16857","Subtropical","Primavera",0.4,35,19,20,82,77,1020.7,1018.2,17.4,2,6,2.2,7.7,18.8,0,6.3
"16858","Subtropical","Otoño",0,31,13,11,50,28,1023.3,1020.1,18.6,0,0,7.4,11.1,27.5,0,15.9
"16859","Subtropical","Verano",2.4,50,28,28,58,64,1018.7,1016.8,17,7,8,6.4,0.7,18.1,1,4.7
"16860","Subtropical","Invierno",1,37,20,22,59,54,1020,1019.1,15.9,3,2,2,7.9,17,0,4.8
"16861","Temperate","Otoño",1.4,37,4,0,91,87,1014.7,1011.9,10.6,7,7,2,0.4,13,1,9.7
"16862","Subtropical","Otoño",0,54,17,30,79,92,1014.2,1013.2,23.2,8,8,4,1,21.9,0,3.1
"16863","Temperate","Invierno",0.4,30,13,15,85,66,1024.6,1023.6,10.9,7,8,0.2,0.2,12,0,3
"16864","Temperate","Primavera",0,33,20,13,54,38,1025.3,1022.2,12.8,6,3,4,12.4,17.8,0,12.5
"16865","Desert","Verano",0,61,4,20,58,12,1008.8,1005,21.8,0,1,17.4,13,35.7,0,18.4
"16866","Subtropical","Invierno",0,33,20,6,66,51,1016.6,1012.2,9,1,1,3.8,9.7,16.2,0,10.8
"16867","Temperate","Invierno",5,33,7,17,99,95,1004.9,1000.5,8.3,8,8,0.4,0,8.5,1,3.2
"16868","Subtropical","Otoño",0.2,33,4,17,78,64,1022.8,1020.5,23,4,2,2.6,10.4,26.7,0,8.6
"16869","Temperate","Verano",0.6,44,7,19,90,70,1009.6,1009.6,19.3,8,5,8.4,4.1,20.2,0,7.2
"16870","Temperate","Invierno",0.2,19,6,9,75,55,1036.2,1034.2,4.8,1,6,4.8,6.9,13.3,0,15.8
"16871","Grassland","Otoño",0,35,22,15,82,42,1016.9,1012,16.6,7,7,3.2,5.7,27.3,0,13.9
"16872","Grassland","Otoño",0,35,11,11,38,13,1015.4,1012.6,29.6,3,7,11.6,10.2,40.6,0,17.2
"16873","Tropical","Verano",0,37,17,26,79,63,1010.5,1007.2,28.4,7,7,7.2,7.2,31.6,0,5.2
"16874","Temperate","Invierno",0,61,37,35,61,47,1018.7,1016.3,7.6,7,7,4.8,3.8,11.5,0,6.4
"16875","Subtropical","Primavera",0,30,13,15,60,52,1020.1,1019.6,18.6,8,7,4.6,1,19.7,0,5.4
"16876","Subtropical","Invierno",0.6,35,9,11,90,87,1018.6,1015.2,15.8,4,6,1.2,3.5,18.8,0,9.7
"16877","Tropical","Otoño",0,39,13,24,79,74,1013.8,1010.8,25.6,7,7,2.6,0.8,25.9,0,5.2
"16878","Tropical","Otoño",0,28,7,20,78,58,1013.2,1009.8,28.8,2,2,5,9.8,32.1,0,8.5
"16879","Subtropical","Otoño",0,52,15,22,34,20,1020.5,1017.1,17.2,1,0,7,11.2,26.4,0,12.9
"16880","Subtropical","Invierno",1.4,26,4,11,77,51,1026.8,1025.1,13.2,7,3,3.4,6.4,17.7,1,7.6
"16881","Subtropical","Invierno",0,28,4,17,76,55,1022.2,1019.1,12.3,7,5,2,4.6,16.7,0,9.3
"16882","Temperate","Otoño",0,56,7,30,88,53,1029.5,1025.9,7.2,7,6,1.2,7.1,17.4,0,13.1
"16883","Grassland","Otoño",0,26,15,11,65,48,1027.3,1025,11.3,3,8,1.8,6.6,16.4,0,8.6
"16884","Subtropical","Primavera",0,46,17,30,51,41,1017.1,1013.2,21.4,1,3,10.2,13.2,26.1,0,15.1
"16885","Grassland","Invierno",0,35,9,15,38,11,1020,1015.4,11,0,0,4,10.5,22.5,0,22.9
"16886","Tropical","Primavera",0,37,11,13,66,75,1012.8,1008.5,30,4,5,6.8,7.2,29,0,7
"16887","Subtropical","Invierno",31.4,67,43,31,82,83,1020.6,1020.4,16.1,7,7,2.4,2.6,17.1,1,4.2
"16888","Subtropical","Verano",0,50,20,28,39,28,1016.2,1010.5,22.3,1,7,9.2,12.2,29.3,0,19.4
"16889","Subtropical","Invierno",0,37,9,17,85,65,1020.6,1019.5,13.8,6,6,1.6,6.1,17.3,0,7.7
"16890","Temperate","Verano",0,39,13,22,53,25,1021.3,1017.7,16.7,0,0,5.4,13.8,28.6,0,24.1
"16891","Subtropical","Primavera",0,33,11,19,69,92,1020.5,1019,22.5,7,8,6.6,2.8,19.1,0,6.4
"16892","Subtropical","Primavera",1.4,48,20,19,76,63,1014.9,1012,17.7,3,8,8.2,8.1,19.6,1,11.2
"16893","Subtropical","Primavera",0,31,0,13,53,62,1021.6,1019.1,24.9,5,5,6.2,9.3,23.9,0,11
"16894","Temperate","Primavera",0,33,15,7,71,48,1025.7,1023.3,13.2,3,6,2.6,7.1,15.3,0,14.5
"16895","Temperate","Otoño",0,37,13,19,38,22,1015.3,1013.2,28.5,6,5,8.8,8.2,33.8,0,11.1
"16896","Temperate","Otoño",0,43,19,15,36,93,1018.4,1018.9,18.9,7,8,3.4,0.5,14.5,0,9.6
"16897","Temperate","Otoño",0.2,35,9,11,100,26,1022.2,1019.2,11.1,8,1,3.2,8.1,28.4,0,21.7
"16898","Temperate","Verano",0,41,28,28,64,55,1016.7,1014.7,17.1,3,0,5.4,13.2,22,0,13.4
"16899","Subtropical","Primavera",0.2,52,9,20,70,61,1018.7,1014.9,21.5,1,4,5.2,10,24.3,0,8.1
"16900","Temperate","Primavera",0,61,26,7,36,79,1004.4,1007.2,24,7,8,13,0,17.6,0,2.4
"16901","Temperate","Otoño",0,31,13,17,58,29,1022.7,1017.1,16.5,3,6,2.6,7.9,24.3,0,15
"16902","Temperate","Otoño",0,43,0,24,80,26,1012.4,1010.6,11.8,1,1,6.4,10.4,23.7,0,21.1
"16903","Temperate","Invierno",0.4,59,15,22,70,56,1007.8,1006.8,10.3,3,7,4.8,6.3,13.4,0,6.7
"16904","Subtropical","Verano",0,50,20,30,41,32,1011.9,1010.5,18,1,2,5.6,11.9,22,0,16
"16905","Grassland","Invierno",0,37,0,15,38,16,1027.7,1023.2,12.4,0,0,5.4,11,20.4,0,20.3
"16906","Temperate","Verano",0,31,11,19,74,64,1014.1,1010.9,17.5,7,3,6.4,6.6,23.1,0,12.2
"16907","Tropical","Verano",1.2,28,13,11,77,46,1009.5,1007,30.1,7,7,5.2,7.8,35,1,10.4
"16908","Subtropical","Otoño",9.8,50,26,31,75,55,1016.8,1016.5,19.1,5,3,4.2,7.5,19.7,1,4.5
"16909","Subtropical","Primavera",10.8,22,6,11,38,34,1018.4,1014.5,21,1,1,9.8,12.6,24.4,1,13.4
"16910","Subtropical","Otoño",0,54,11,30,62,72,1023.8,1022.7,13.3,2,7,3.2,3.1,16.3,0,8.3
"16911","Temperate","Otoño",0,37,9,17,75,50,1023.3,1022,17.7,7,3,4.2,7.2,23.1,0,8.1
"16912","Subtropical","Otoño",0,37,2,20,65,37,1021.2,1017.8,11.2,2,6,1.8,7.3,18.8,0,12.8
"16913","Temperate","Invierno",0,35,11,15,76,48,1016.7,1015.8,11.1,1,3,2,9.5,15.9,0,9.2
"16914","Temperate","Otoño",0,39,9,7,87,43,1021.3,1018.2,16.7,8,7,3.4,2.7,24.5,0,14.4
"16915","Subtropical","Otoño",0,31,7,13,44,10,1011.1,1007.2,28.2,1,1,11.6,11.3,39.6,0,20.9
"16916","Subtropical","Invierno",0,22,4,9,53,34,1021,1016.8,17.2,0,1,4.6,10.1,23,0,15
"16917","Temperate","Verano",0,48,13,13,74,78,1010,1009.9,15.7,7,7,7.6,0.8,15.3,0,2.5
"16918","Subtropical","Verano",0,46,15,20,82,77,1011.4,1009.2,25.4,7,6,3,6.3,26.9,0,5.4
"16919","Subtropical","Invierno",0,24,9,11,74,52,1019.4,1018.8,14.8,1,1,2.2,9.1,17.3,0,12.7
"16920","Subtropical","Invierno",0,41,20,17,59,31,1025.3,1021.4,12.9,4,5,3.4,7.2,18.9,0,10.1
"16921","Temperate","Invierno",3.4,35,13,19,66,50,1021,1022.2,11,3,3,3,8.8,11.9,1,6.6
"16922","Temperate","Verano",0.6,52,22,28,65,44,1013.3,1016.9,14.6,7,6,2.4,9.9,16.8,0,4.5
"16923","Subtropical","Invierno",11.2,28,7,15,92,52,1020.2,1018.5,13.8,4,4,1.4,8.4,18.5,1,8.4
"16924","Temperate","Invierno",0.1,33,11,20,92,60,1029.2,1028.8,8.9,7,7,2,5.6,14.2,0,10.6
"16925","Temperate","Verano",0,31,6,17,66,30,1012.7,1009,18.3,4,2,9.4,7.7,28.7,0,17.7
"16926","Grassland","Primavera",0,37,15,20,17,14,1021.2,1016.2,22.3,0,0,7.4,11.9,28.8,0,23.9
"16927","Temperate","Verano",0,31,13,17,55,22,1018.9,1016.9,17.2,4,4,4,13.1,27.5,0,19.5
"16928","Tropical","Primavera",0,50,28,35,53,57,1021.6,1017.5,25.9,5,6,7.6,8,27.2,0,8.8
"16929","Temperate","Invierno",0,41,17,24,89,74,1022,1020,10.9,7,7,0.6,5.5,14.3,0,7.7
"16930","Subtropical","Invierno",12.2,46,24,31,65,52,1015.8,1014.8,17,3,1,1.2,9.8,17.7,1,5
"16931","Temperate","Otoño",4.4,50,20,24,74,49,1030.8,1031.5,10.5,4,5,3,7.5,14.5,1,10.1
"16932","Grassland","Otoño",0,39,9,22,57,32,1016.2,1012.3,20.9,0,5,6,11.1,28.7,0,15.7
